error,tidy_url
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",https://journals-crea.4science.it/index.php/asr/index
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: imtuoradea.ro
",http://imtuoradea.ro/auo.fmte/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 967 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/awutm
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2239 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/sggw
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2274 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/awutp
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://aos.ro/editura/analeleaosr/annals-on-engineering/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://aos.ro/editura/analeleaosr/annals-on-history
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://aos.ro/editura/analeleaosr/annalsmilitary-de-rezerva/home
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/aon
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1864 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/anre
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://revistas.uis.edu.co/index.php/anuariohistoria
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: ojs.uo.edu.cu
",http://ojs.uo.edu.cu/index.php/aeco
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2685 milliseconds with 27029 bytes received
",http://journals.copmadrid.org/apj/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revistas.urosario.edu.co/index.php/anidip/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://anuariomusical.revistas.csic.es
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2764 milliseconds with 0 bytes received
",http://amj.sljol.info
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2574 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/anv
"Error in curl::curl_fetch_memory(url, handle = handle): SSL read: error:00000000:lib(0):func(0):reason(0), errno 104
",https://academic.oup.com/aobpla
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 0 milliseconds with 0 out of 0 bytes received
",http://apmba.ub.ac.id/index.php/apmba/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.apospublications.com
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://botany.org/apps/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/acss
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2420 milliseconds with 0 bytes received
",http://polipapers.upv.es/index.php/agt
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revues.imist.ma/index.php?journal=ajees&page=index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.degruyter.com/view/j/arhss
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2613 milliseconds with 2084 bytes received
",http://www.springer.com/40065
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 32258 bytes received
",http://journal.uinjkt.ac.id/index.php/arabiyat
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3001 milliseconds with 0 bytes received
",http://journal.staincurup.ac.id/index.php/arabiyatuna
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: certificate has expired
",https://ojs.publius.us.es/ojs/index.php/araucaria/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2698 milliseconds with 0 bytes received
",http://journal.eahn.org/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2577 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/meceng
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://aoh.ssu.ac.ir/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2107 milliseconds with 72745 bytes received
",http://www.e-aps.org
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 0 milliseconds with 0 out of 0 bytes received
",http://www.umbalk.org
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://aiua.it/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://www.alpa.org.ve/ojs/index.php
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3000 milliseconds
",https://www.unioviedo.es/reunido/index.php/rff/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1695 milliseconds with 0 bytes received
",http://arenahukum.ub.ac.id/index.php/arena
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://saber.ucv.ve/ojs/index.php/rev_arete/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://periodicos.ufes.br/argumentum/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1426 milliseconds with 22072 bytes received
",http://www.arhitekton.net/category/home/?lang=en
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 945 milliseconds with 0 bytes received
",http://www.medarhive.ru/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 6409 bytes received
",http://armaghanj.yums.ac.ir/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://www.periodicos.letras.ufmg.br/index.php/maaravi/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1678 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/arsm
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1912 milliseconds with 0 bytes received
",http://dergipark.gov.tr/artvinofd
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 321 milliseconds with 0 bytes received
",http://arya.mui.ac.ir
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 29779 bytes received
",http://novaojs.newcastle.edu.au/apprj/index.php/apprj/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1054 milliseconds with 0 bytes received
",http://asian-efl-journal.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: journal.sbm.itb.ac.id
",http://journal.sbm.itb.ac.id/index.php/ajtm
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1610 milliseconds with 0 bytes received
",http://education.uitm.edu.my/ajue/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://apjcc.waocp.org
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3001 milliseconds
",http://jvcp.iaut.ac.ir/?lang=en
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Connection timed out after 3000 milliseconds
",http://ejournal.litbang.depkes.go.id/index.php/aspirator
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://e-journal.unipma.ac.id/index.php/assets/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2087 milliseconds with 0 bytes received
",http://atavisme.web.id
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://www.revistas.ufg.br/index.php/atelie/index
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://aij.batan.go.id/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2846 milliseconds with 0 bytes received
",http://jurnal.uin-antasari.ac.id/index.php/taradhi
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://audiologyresearch.org
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 2895 milliseconds with 8241 bytes received
",http://www.raco.cat/index.php/ausa
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://www.austral.edu.ar/ojs/index.php/australcomunicacion/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1137 milliseconds with 0 bytes received
",http://www.degruyter.com/view/j/aut
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 0 bytes received
",http://erevistas.saber.ula.ve/index.php/biomedicina/index
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revistas.usfq.edu.ec/index.php/avances
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",http://revistas.urosario.edu.co/index.php/apl
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 1081 milliseconds with 0 bytes received
",http://www.saber.ula.ve/avancesenquimica
"Error in curl::curl_fetch_memory(url, handle = handle): Could not resolve host: www.adide.org
",http://www.adide.org/revista/
"Error in curl::curl_fetch_memory(url, handle = handle): SSL certificate problem: unable to get local issuer certificate
",https://www.degruyter.com/view/j/afit
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Resolving timed out after 3000 milliseconds
",http://ajcmicrob.com/
"Error in curl::curl_fetch_memory(url, handle = handle): Timeout was reached: Operation timed out after 3000 milliseconds with 9620 bytes received
",http://ajnpp.umsha.ac.ir/
